Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-17 02:18:12.664,1.164,0.002,0.995,-0.062,0.075,-0.102,1.127,-0.218
2016-11-17 02:18:12.675,1.185,0.003,0.995,-0.063,0.081,-0.102,1.127,-0.218
2016-11-17 02:18:12.686,1.207,0.004,0.994,-0.063,0.087,-0.101,1.127,-0.217
2016-11-17 02:18:12.697,1.207,0.004,0.994,-0.063,0.093,-0.101,1.126,-0.217
2016-11-17 02:18:12.708,1.228,0.005,0.993,-0.064,0.099,-0.100,1.126,-0.217
2016-11-17 02:18:12.719,1.228,0.006,0.992,-0.064,0.105,-0.099,1.126,-0.216
2016-11-17 02:18:12.731,1.228,0.006,0.992,-0.064,0.111,-0.099,1.126,-0.216
2016-11-17 02:18:12.742,1.249,0.007,0.991,-0.064,0.116,-0.099,1.126,-0.216
2016-11-17 02:18:12.753,1.249,0.008,0.990,-0.065,0.122,-0.098,1.125,-0.216
2016-11-17 02:18:12.764,1.271,0.008,0.990,-0.065,0.128,-0.098,1.125,-0.215
2016-11-17 02:18:12.776,1.292,0.009,0.989,-0.065,0.133,-0.097,1.125,-0.215
2016-11-17 02:18:12.787,1.292,0.009,0.988,-0.065,0.139,-0.097,1.125,-0.215
2016-11-17 02:18:12.798,1.313,0.009,0.987,-0.065,0.144,-0.096,1.125,-0.215
2016-11-17 02:18:12.809,1.313,0.010,0.987,-0.064,0.149,-0.096,1.125,-0.214
2016-11-17 02:18:12.820,1.335,0.010,0.986,-0.064,0.155,-0.095,1.125,-0.214
2016-11-17 02:18:12.832,1.335,0.011,0.985,-0.063,0.160,-0.095,1.125,-0.214
2016-11-17 02:18:12.842,1.356,0.011,0.984,-0.062,0.164,-0.095,1.126,-0.214
2016-11-17 02:18:12.854,1.356,0.012,0.984,-0.060,0.169,-0.094,1.126,-0.214
2016-11-17 02:18:12.865,1.377,0.013,0.983,-0.059,0.174,-0.094,1.126,-0.214
2016-11-17 02:18:12.876,1.399,0.013,0.982,-0.057,0.178,-0.093,1.126,-0.214
2016-11-17 02:18:12.887,1.399,0.014,0.982,-0.056,0.182,-0.093,1.126,-0.214
2016-11-17 02:18:12.898,1.399,0.014,0.981,-0.055,0.186,-0.093,1.126,-0.214
2016-11-17 02:18:12.909,1.420,0.014,0.980,-0.054,0.190,-0.092,1.126,-0.214
2016-11-17 02:18:12.921,1.420,0.015,0.979,-0.053,0.194,-0.091,1.127,-0.214
2016-11-17 02:18:12.931,1.441,0.015,0.979,-0.051,0.198,-0.091,1.127,-0.214
2016-11-17 02:18:12.943,1.441,0.016,0.978,-0.050,0.202,-0.090,1.127,-0.214
2016-11-17 02:18:12.955,1.463,0.016,0.977,-0.049,0.206,-0.090,1.127,-0.214
2016-11-17 02:18:12.966,1.484,0.016,0.976,-0.049,0.210,-0.090,1.127,-0.215
2016-11-17 02:18:12.977,1.484,0.017,0.976,-0.048,0.214,-0.089,1.127,-0.215
2016-11-17 02:18:12.988,1.505,0.018,0.975,-0.047,0.218,-0.089,1.127,-0.215
2016-11-17 02:18:12.999,1.505,0.018,0.974,-0.047,0.222,-0.088,1.127,-0.215
2016-11-17 02:18:13.010,1.527,0.018,0.973,-0.046,0.226,-0.088,1.127,-0.215
2016-11-17 02:18:13.021,1.527,0.018,0.971,-0.045,0.232,-0.087,1.127,-0.215
2016-11-17 02:18:13.032,1.548,0.019,0.970,-0.044,0.239,-0.086,1.128,-0.215
2016-11-17 02:18:13.044,1.548,0.018,0.968,-0.042,0.248,-0.085,1.128,-0.214
2016-11-17 02:18:13.055,1.569,0.018,0.965,-0.041,0.258,-0.084,1.128,-0.214
2016-11-17 02:18:13.066,1.569,0.018,0.962,-0.040,0.269,-0.082,1.128,-0.214
2016-11-17 02:18:13.077,1.591,0.017,0.958,-0.039,0.282,-0.081,1.128,-0.213
2016-11-17 02:18:13.088,1.591,0.017,0.955,-0.038,0.295,-0.079,1.128,-0.212
2016-11-17 02:18:13.099,1.612,0.017,0.951,-0.037,0.308,-0.078,1.128,-0.212
2016-11-17 02:18:13.111,1.612,0.017,0.946,-0.036,0.321,-0.077,1.128,-0.211
2016-11-17 02:18:13.121,1.633,0.017,0.941,-0.036,0.335,-0.075,1.127,-0.210
2016-11-17 02:18:13.133,1.633,0.017,0.937,-0.036,0.348,-0.074,1.127,-0.210
2016-11-17 02:18:13.144,1.655,0.018,0.932,-0.035,0.361,-0.073,1.126,-0.209
2016-11-17 02:18:13.156,1.676,0.018,0.927,-0.035,0.374,-0.072,1.126,-0.208
2016-11-17 02:18:13.167,1.676,0.018,0.922,-0.035,0.386,-0.071,1.125,-0.207
2016-11-17 02:18:13.178,1.697,0.018,0.917,-0.036,0.397,-0.069,1.125,-0.206
2016-11-17 02:18:13.189,1.697,0.019,0.912,-0.036,0.409,-0.068,1.124,-0.205
2016-11-17 02:18:13.200,1.719,0.019,0.907,-0.037,0.420,-0.067,1.124,-0.204
2016-11-17 02:18:13.211,1.719,0.019,0.902,-0.037,0.430,-0.067,1.124,-0.203
2016-11-17 02:18:13.222,1.719,0.020,0.897,-0.038,0.440,-0.066,1.123,-0.202
2016-11-17 02:18:13.233,1.740,0.021,0.892,-0.039,0.450,-0.065,1.123,-0.201
2016-11-17 02:18:13.245,1.761,0.022,0.887,-0.040,0.459,-0.064,1.122,-0.200
2016-11-17 02:18:13.256,1.761,0.023,0.883,-0.041,0.468,-0.063,1.121,-0.199
2016-11-17 02:18:13.267,1.783,0.024,0.878,-0.043,0.476,-0.063,1.121,-0.198
2016-11-17 02:18:13.278,1.783,0.025,0.874,-0.044,0.483,-0.062,1.121,-0.197
2016-11-17 02:18:13.289,1.804,0.026,0.871,-0.045,0.489,-0.062,1.120,-0.196
2016-11-17 02:18:13.300,1.804,0.027,0.867,-0.047,0.495,-0.061,1.120,-0.196
2016-11-17 02:18:13.311,1.825,0.028,0.864,-0.048,0.500,-0.061,1.120,-0.195
2016-11-17 02:18:13.323,1.825,0.029,0.861,-0.050,0.505,-0.061,1.119,-0.195
2016-11-17 02:18:13.334,1.847,0.030,0.858,-0.051,0.510,-0.061,1.119,-0.194
2016-11-17 02:18:13.345,1.868,0.031,0.856,-0.051,0.514,-0.060,1.119,-0.193
2016-11-17 02:18:13.357,1.868,0.032,0.854,-0.052,0.516,-0.060,1.119,-0.193
2016-11-17 02:18:13.368,1.868,0.033,0.853,-0.052,0.519,-0.060,1.119,-0.193
2016-11-17 02:18:13.379,1.889,0.034,0.851,-0.052,0.521,-0.060,1.119,-0.192
2016-11-17 02:18:13.390,1.889,0.035,0.850,-0.052,0.523,-0.060,1.119,-0.192
2016-11-17 02:18:13.401,1.911,0.036,0.849,-0.052,0.525,-0.060,1.119,-0.192
2016-11-17 02:18:13.412,1.911,0.038,0.848,-0.051,0.526,-0.060,1.119,-0.191
2016-11-17 02:18:13.423,1.932,0.039,0.847,-0.050,0.527,-0.060,1.119,-0.191
2016-11-17 02:18:13.434,1.932,0.040,0.846,-0.049,0.529,-0.060,1.119,-0.191
2016-11-17 02:18:13.445,1.953,0.041,0.846,-0.048,0.530,-0.060,1.120,-0.190
2016-11-17 02:18:13.457,1.975,0.042,0.845,-0.047,0.531,-0.061,1.120,-0.190
2016-11-17 02:18:13.468,1.975,0.043,0.844,-0.045,0.533,-0.061,1.121,-0.190
2016-11-17 02:18:13.479,1.996,0.044,0.843,-0.043,0.534,-0.061,1.121,-0.190
2016-11-17 02:18:13.490,1.996,0.044,0.842,-0.042,0.535,-0.061,1.122,-0.189
2016-11-17 02:18:13.501,2.017,0.045,0.841,-0.040,0.537,-0.061,1.122,-0.189
2016-11-17 02:18:13.513,2.017,0.046,0.840,-0.038,0.539,-0.062,1.123,-0.189
2016-11-17 02:18:13.524,2.039,0.047,0.839,-0.036,0.541,-0.062,1.123,-0.189
2016-11-17 02:18:13.535,2.039,0.048,0.838,-0.034,0.543,-0.062,1.124,-0.189
2016-11-17 02:18:13.546,2.060,0.048,0.836,-0.032,0.545,-0.062,1.125,-0.189
2016-11-17 02:18:13.557,2.060,0.049,0.834,-0.030,0.548,-0.063,1.125,-0.189
2016-11-17 02:18:13.569,2.081,0.050,0.833,-0.028,0.551,-0.063,1.126,-0.188
2016-11-17 02:18:13.580,2.081,0.050,0.831,-0.026,0.554,-0.064,1.126,-0.188
2016-11-17 02:18:13.591,2.103,0.050,0.829,-0.025,0.557,-0.064,1.127,-0.189
2016-11-17 02:18:13.602,2.103,0.050,0.827,-0.024,0.560,-0.064,1.127,-0.189
2016-11-17 02:18:13.613,2.124,0.050,0.824,-0.022,0.563,-0.065,1.128,-0.189
2016-11-17 02:18:13.624,2.145,0.050,0.822,-0.021,0.567,-0.065,1.128,-0.189
2016-11-17 02:18:13.636,2.145,0.050,0.819,-0.020,0.571,-0.066,1.128,-0.189
2016-11-17 02:18:13.646,2.167,0.050,0.817,-0.020,0.574,-0.066,1.128,-0.189
2016-11-17 02:18:13.658,2.167,0.050,0.814,-0.020,0.578,-0.067,1.128,-0.189
2016-11-17 02:18:13.669,2.188,0.049,0.812,-0.020,0.582,-0.067,1.128,-0.189
2016-11-17 02:18:13.680,2.188,0.049,0.809,-0.021,0.585,-0.068,1.128,-0.189
2016-11-17 02:18:13.691,2.209,0.048,0.806,-0.022,0.589,-0.068,1.128,-0.189
2016-11-17 02:18:13.703,2.209,0.048,0.803,-0.024,0.593,-0.069,1.128,-0.189
2016-11-17 02:18:13.714,2.209,0.047,0.800,-0.025,0.597,-0.069,1.128,-0.189
2016-11-17 02:18:13.725,2.231,0.046,0.797,-0.027,0.601,-0.070,1.128,-0.190
2016-11-17 02:18:13.736,2.252,0.045,0.794,-0.029,0.605,-0.070,1.128,-0.190
2016-11-17 02:18:13.748,2.252,0.044,0.791,-0.031,0.609,-0.071,1.127,-0.190
2016-11-17 02:18:13.758,2.273,0.043,0.788,-0.032,0.613,-0.071,1.127,-0.190
2016-11-17 02:18:13.770,2.273,0.043,0.785,-0.034,0.617,-0.072,1.127,-0.190
2016-11-17 02:18:13.781,2.295,0.041,0.782,-0.036,0.621,-0.072,1.127,-0.190
2016-11-17 02:18:13.792,2.295,0.040,0.779,-0.038,0.625,-0.073,1.127,-0.191
2016-11-17 02:18:13.803,2.316,0.039,0.776,-0.040,0.628,-0.073,1.127,-0.191
2016-11-17 02:18:13.815,2.337,0.038,0.773,-0.042,0.632,-0.074,1.127,-0.191
2016-11-17 02:18:13.825,2.337,0.036,0.770,-0.043,0.636,-0.074,1.127,-0.192
2016-11-17 02:18:13.836,2.359,0.034,0.767,-0.045,0.640,-0.074,1.128,-0.192
2016-11-17 02:18:13.847,2.359,0.032,0.763,-0.047,0.643,-0.075,1.128,-0.192
2016-11-17 02:18:13.859,2.359,0.029,0.760,-0.049,0.647,-0.075,1.128,-0.192
2016-11-17 02:18:13.870,2.380,0.026,0.757,-0.051,0.651,-0.076,1.128,-0.193
2016-11-17 02:18:13.881,2.380,0.024,0.754,-0.052,0.654,-0.076,1.129,-0.193
2016-11-17 02:18:13.893,2.401,0.021,0.751,-0.054,0.657,-0.077,1.129,-0.193
2016-11-17 02:18:13.904,2.401,0.019,0.748,-0.056,0.661,-0.077,1.129,-0.193
2016-11-17 02:18:13.915,2.423,0.017,0.746,-0.058,0.663,-0.078,1.129,-0.194
2016-11-17 02:18:13.926,2.444,0.015,0.743,-0.060,0.666,-0.078,1.129,-0.194
2016-11-17 02:18:13.938,2.444,0.013,0.741,-0.062,0.668,-0.078,1.129,-0.195
2016-11-17 02:18:13.948,2.465,0.012,0.739,-0.063,0.670,-0.079,1.129,-0.195
2016-11-17 02:18:13.959,2.465,0.010,0.737,-0.064,0.673,-0.079,1.129,-0.196
2016-11-17 02:18:13.971,2.487,0.010,0.736,-0.065,0.674,-0.079,1.129,-0.196
2016-11-17 02:18:13.982,2.487,0.009,0.734,-0.065,0.676,-0.080,1.129,-0.197
2016-11-17 02:18:13.993,2.508,0.009,0.732,-0.065,0.678,-0.080,1.129,-0.197
2016-11-17 02:18:14.004,2.529,0.009,0.731,-0.066,0.679,-0.080,1.129,-0.198
2016-11-17 02:18:14.015,2.529,0.009,0.730,-0.066,0.680,-0.081,1.129,-0.198
2016-11-17 02:18:14.026,2.529,0.009,0.729,-0.066,0.681,-0.081,1.129,-0.198
2016-11-17 02:18:14.037,2.551,0.009,0.728,-0.066,0.683,-0.081,1.129,-0.199
2016-11-17 02:18:14.049,2.551,0.010,0.727,-0.067,0.684,-0.082,1.128,-0.199
2016-11-17 02:18:14.060,2.572,0.010,0.726,-0.067,0.685,-0.082,1.128,-0.200
2016-11-17 02:18:14.071,2.572,0.010,0.724,-0.067,0.686,-0.082,1.128,-0.200
2016-11-17 02:18:14.082,2.593,0.011,0.723,-0.068,0.687,-0.082,1.128,-0.200
2016-11-17 02:18:14.094,2.593,0.011,0.722,-0.068,0.688,-0.082,1.128,-0.201
2016-11-17 02:18:14.105,2.615,0.010,0.721,-0.068,0.689,-0.082,1.128,-0.201
2016-11-17 02:18:14.116,2.636,0.010,0.720,-0.069,0.691,-0.082,1.127,-0.201
2016-11-17 02:18:14.128,2.636,0.010,0.719,-0.070,0.692,-0.083,1.127,-0.201
2016-11-17 02:18:14.138,2.657,0.009,0.717,-0.071,0.693,-0.083,1.127,-0.202
2016-11-17 02:18:14.149,2.657,0.009,0.716,-0.072,0.694,-0.083,1.127,-0.202
2016-11-17 02:18:14.160,2.679,0.009,0.715,-0.073,0.695,-0.083,1.127,-0.202
2016-11-17 02:18:14.172,2.679,0.009,0.714,-0.074,0.697,-0.083,1.127,-0.202
2016-11-17 02:18:14.183,2.679,0.009,0.712,-0.074,0.698,-0.083,1.127,-0.202
2016-11-17 02:18:14.194,2.700,0.009,0.711,-0.075,0.699,-0.083,1.127,-0.202
2016-11-17 02:18:14.205,2.721,0.009,0.710,-0.076,0.700,-0.083,1.127,-0.202
2016-11-17 02:18:14.216,2.721,0.008,0.709,-0.077,0.700,-0.083,1.127,-0.202
2016-11-17 02:18:14.227,2.743,0.009,0.709,-0.077,0.701,-0.083,1.127,-0.202
2016-11-17 02:18:14.239,2.743,0.009,0.708,-0.077,0.702,-0.083,1.127,-0.202
2016-11-17 02:18:14.250,2.764,0.009,0.707,-0.078,0.702,-0.083,1.127,-0.202
2016-11-17 02:18:14.261,2.764,0.009,0.707,-0.078,0.703,-0.083,1.126,-0.202
2016-11-17 02:18:14.272,2.785,0.009,0.707,-0.078,0.703,-0.083,1.126,-0.202
2016-11-17 02:18:14.284,2.785,0.010,0.706,-0.079,0.704,-0.083,1.126,-0.202
2016-11-17 02:18:14.295,2.807,0.010,0.706,-0.079,0.704,-0.083,1.126,-0.202
2016-11-17 02:18:14.306,2.828,0.010,0.706,-0.079,0.704,-0.082,1.126,-0.202
2016-11-17 02:18:14.317,2.828,0.010,0.706,-0.079,0.704,-0.082,1.126,-0.202
2016-11-17 02:18:14.328,2.849,0.010,0.706,-0.079,0.704,-0.082,1.126,-0.202
2016-11-17 02:18:14.340,2.849,0.010,0.706,-0.079,0.704,-0.082,1.126,-0.202
2016-11-17 02:18:14.350,2.849,0.011,0.706,-0.079,0.703,-0.082,1.126,-0.202
2016-11-17 02:18:14.361,2.871,0.011,0.707,-0.079,0.703,-0.081,1.126,-0.202
2016-11-17 02:18:14.373,2.871,0.011,0.708,-0.078,0.702,-0.081,1.126,-0.202
2016-11-17 02:18:14.384,2.892,0.011,0.708,-0.078,0.701,-0.081,1.126,-0.202
2016-11-17 02:18:14.395,2.913,0.011,0.709,-0.078,0.700,-0.081,1.126,-0.202
2016-11-17 02:18:14.406,2.913,0.010,0.710,-0.078,0.699,-0.081,1.126,-0.201
2016-11-17 02:18:14.417,2.935,0.010,0.711,-0.078,0.698,-0.081,1.127,-0.202
2016-11-17 02:18:14.429,2.935,0.010,0.713,-0.078,0.697,-0.081,1.126,-0.202
2016-11-17 02:18:14.439,2.956,0.010,0.714,-0.078,0.696,-0.080,1.126,-0.202
2016-11-17 02:18:14.451,2.956,0.010,0.715,-0.078,0.695,-0.080,1.126,-0.202
2016-11-17 02:18:14.462,2.977,0.010,0.716,-0.078,0.693,-0.080,1.126,-0.202
2016-11-17 02:18:14.474,2.977,0.010,0.718,-0.078,0.692,-0.080,1.126,-0.202
2016-11-17 02:18:14.485,2.999,0.010,0.719,-0.078,0.690,-0.080,1.126,-0.202
2016-11-17 02:18:14.496,3.020,0.010,0.721,-0.078,0.689,-0.080,1.126,-0.201
2016-11-17 02:18:14.507,3.020,0.010,0.723,-0.078,0.687,-0.080,1.126,-0.201
2016-11-17 02:18:14.518,3.020,0.010,0.725,-0.078,0.685,-0.079,1.126,-0.201
2016-11-17 02:18:14.529,3.041,0.010,0.726,-0.079,0.683,-0.079,1.126,-0.201
2016-11-17 02:18:14.540,3.041,0.010,0.728,-0.079,0.681,-0.079,1.126,-0.201
2016-11-17 02:18:14.551,3.063,0.010,0.730,-0.079,0.679,-0.079,1.126,-0.201
2016-11-17 02:18:14.562,3.063,0.011,0.732,-0.078,0.677,-0.078,1.126,-0.201
2016-11-17 02:18:14.574,3.084,0.011,0.734,-0.078,0.675,-0.078,1.126,-0.201
